employee_id,day,month,year,time
1,1,Mart,2022,8:19:17
1,2,Mart,2022,9:11:29
1,3,Mart,2022,9:24:04
1,4,Mart,2022,8:12:21
1,5,Mart,2022,8:45:46
1,6,Mart,2022,9:13:19
1,7,Mart,2022,8:18:06
1,8,Mart,2022,9:37:38
1,9,Mart,2022,9:43:14
1,10,Mart,2022,8:13:01
1,11,Mart,2022,9:29:55
1,12,Mart,2022,9:14:23
1,13,Mart,2022,9:09:01
1,14,Mart,2022,9:21:17
1,15,Mart,2022,9:42:35
1,16,Mart,2022,9:57:08
1,17,Mart,2022,9:06:29
1,18,Mart,2022,9:25:05
1,19,Mart,2022,8:59:06
1,20,Mart,2022,8:21:38
1,21,Mart,2022,9:06:38
1,22,Mart,2022,9:27:12
1,23,Mart,2022,8:47:47
1,24,Mart,2022,9:50:31
1,25,Mart,2022,9:57:15
1,26,Mart,2022,9:33:56
1,27,Mart,2022,9:56:39
1,28,Mart,2022,9:37:59
1,29,Mart,2022,9:20:38
1,30,Mart,2022,8:56:07
1,1,Aprel,2022,8:19:57
1,2,Aprel,2022,8:44:54
1,3,Aprel,2022,8:32:18
1,4,Aprel,2022,8:04:07
1,5,Aprel,2022,8:12:22
1,6,Aprel,2022,8:25:52
1,7,Aprel,2022,9:32:07
1,8,Aprel,2022,8:55:16
1,9,Aprel,2022,8:59:47
1,10,Aprel,2022,8:31:09
1,11,Aprel,2022,9:59:29
1,12,Aprel,2022,9:20:50
1,13,Aprel,2022,8:04:27
1,14,Aprel,2022,8:15:49
1,15,Aprel,2022,8:06:28
1,16,Aprel,2022,9:11:00
1,17,Aprel,2022,8:32:04
1,18,Aprel,2022,8:39:54
1,19,Aprel,2022,9:04:42
1,20,Aprel,2022,9:18:30
1,21,Aprel,2022,9:57:01
1,22,Aprel,2022,8:53:11
1,23,Aprel,2022,9:10:31
1,24,Aprel,2022,8:41:22
1,25,Aprel,2022,8:25:05
1,26,Aprel,2022,8:00:06
1,27,Aprel,2022,9:07:42
1,28,Aprel,2022,9:43:11
1,29,Aprel,2022,9:35:12
1,30,Aprel,2022,9:30:27
1,1,May,2022,8:53:48
1,2,May,2022,8:51:24
1,3,May,2022,8:30:54
1,4,May,2022,9:23:01
1,5,May,2022,9:19:53
1,6,May,2022,9:09:42
1,7,May,2022,9:41:30
1,8,May,2022,8:20:59
1,9,May,2022,8:57:00
1,10,May,2022,8:09:43
1,11,May,2022,8:02:32
1,12,May,2022,8:41:22
1,13,May,2022,8:14:16
1,14,May,2022,8:25:48
1,15,May,2022,8:49:25
1,16,May,2022,9:42:07
1,17,May,2022,8:17:20
1,18,May,2022,8:39:45
1,19,May,2022,8:26:17
1,20,May,2022,8:26:05
1,21,May,2022,9:23:49
1,22,May,2022,9:45:30
1,23,May,2022,8:07:16
1,24,May,2022,8:15:28
1,25,May,2022,9:41:45
1,26,May,2022,8:12:03
1,27,May,2022,8:52:46
1,28,May,2022,8:32:55
1,29,May,2022,9:24:02
1,30,May,2022,9:21:01
2,1,Mart,2022,8:19:17
2,2,Mart,2022,9:11:29
2,3,Mart,2022,9:24:04
2,4,Mart,2022,8:12:21
2,5,Mart,2022,8:45:46
2,6,Mart,2022,9:13:19
2,7,Mart,2022,8:18:06
2,8,Mart,2022,9:37:38
2,9,Mart,2022,9:43:14
2,10,Mart,2022,8:13:01
2,11,Mart,2022,9:29:55
2,12,Mart,2022,9:14:23
2,13,Mart,2022,9:09:01
2,14,Mart,2022,9:21:17
2,15,Mart,2022,9:42:35
2,16,Mart,2022,9:57:08
2,17,Mart,2022,9:06:29
2,18,Mart,2022,9:25:05
2,19,Mart,2022,8:59:06
2,20,Mart,2022,8:21:38
2,21,Mart,2022,9:06:38
2,22,Mart,2022,9:27:12
2,23,Mart,2022,8:47:47
2,24,Mart,2022,9:50:31
2,25,Mart,2022,9:57:15
2,26,Mart,2022,9:33:56
2,27,Mart,2022,9:56:39
2,28,Mart,2022,9:37:59
2,29,Mart,2022,9:20:38
2,30,Mart,2022,8:56:07
2,1,Aprel,2022,8:19:57
2,2,Aprel,2022,8:44:54
2,3,Aprel,2022,8:32:18
2,4,Aprel,2022,8:04:07
2,5,Aprel,2022,8:12:22
2,6,Aprel,2022,8:25:52
2,7,Aprel,2022,9:32:07
2,8,Aprel,2022,8:55:16
2,9,Aprel,2022,8:59:47
2,10,Aprel,2022,8:31:09
2,11,Aprel,2022,9:59:29
2,12,Aprel,2022,9:20:50
2,13,Aprel,2022,8:04:27
2,14,Aprel,2022,8:15:49
2,15,Aprel,2022,8:06:28
2,16,Aprel,2022,9:11:00
2,17,Aprel,2022,8:32:04
2,18,Aprel,2022,8:39:54
2,19,Aprel,2022,9:04:42
2,20,Aprel,2022,9:18:30
2,21,Aprel,2022,9:57:01
2,22,Aprel,2022,8:53:11
2,23,Aprel,2022,9:10:31
2,24,Aprel,2022,8:41:22
2,25,Aprel,2022,8:25:05
2,26,Aprel,2022,8:00:06
2,27,Aprel,2022,9:07:42
2,28,Aprel,2022,9:43:11
2,29,Aprel,2022,9:35:12
2,30,Aprel,2022,9:30:27
2,1,May,2022,8:53:48
2,2,May,2022,8:51:24
2,3,May,2022,8:30:54
2,4,May,2022,9:23:01
2,5,May,2022,9:19:53
2,6,May,2022,9:09:42
2,7,May,2022,9:41:30
2,8,May,2022,8:20:59
2,9,May,2022,8:57:00
2,10,May,2022,8:09:43
2,11,May,2022,8:02:32
2,12,May,2022,8:41:22
2,13,May,2022,8:14:16
2,14,May,2022,8:25:48
2,15,May,2022,8:49:25
2,16,May,2022,9:42:07
2,17,May,2022,8:17:20
2,18,May,2022,8:39:45
2,19,May,2022,8:26:17
2,20,May,2022,8:26:05
2,21,May,2022,9:23:49
2,22,May,2022,9:45:30
2,23,May,2022,8:07:16
2,24,May,2022,8:15:28
2,25,May,2022,9:41:45
2,26,May,2022,8:12:03
2,27,May,2022,8:52:46
2,28,May,2022,8:32:55
2,29,May,2022,9:24:02
2,30,May,2022,9:21:01
3,1,Mart,2022,8:19:17
3,2,Mart,2022,9:11:29
3,3,Mart,2022,9:24:04
3,4,Mart,2022,8:12:21
3,5,Mart,2022,8:45:46
3,6,Mart,2022,9:13:19
3,7,Mart,2022,8:18:06
3,8,Mart,2022,9:37:38
3,9,Mart,2022,9:43:14
3,10,Mart,2022,8:13:01
3,11,Mart,2022,9:29:55
3,12,Mart,2022,9:14:23
3,13,Mart,2022,9:09:01
3,14,Mart,2022,9:21:17
3,15,Mart,2022,9:42:35
3,16,Mart,2022,9:57:08
3,17,Mart,2022,9:06:29
3,18,Mart,2022,9:25:05
3,19,Mart,2022,8:59:06
3,20,Mart,2022,8:21:38
3,21,Mart,2022,9:06:38
3,22,Mart,2022,9:27:12
3,23,Mart,2022,8:47:47
3,24,Mart,2022,9:50:31
3,25,Mart,2022,9:57:15
3,26,Mart,2022,9:33:56
3,27,Mart,2022,9:56:39
3,28,Mart,2022,9:37:59
3,29,Mart,2022,9:20:38
3,30,Mart,2022,8:56:07
3,1,Aprel,2022,8:19:57
3,2,Aprel,2022,8:44:54
3,3,Aprel,2022,8:32:18
3,4,Aprel,2022,8:04:07
3,5,Aprel,2022,8:12:22
3,6,Aprel,2022,8:25:52
3,7,Aprel,2022,9:32:07
3,8,Aprel,2022,8:55:16
3,9,Aprel,2022,8:59:47
3,10,Aprel,2022,8:31:09
3,11,Aprel,2022,9:59:29
3,12,Aprel,2022,9:20:50
3,13,Aprel,2022,8:04:27
3,14,Aprel,2022,8:15:49
3,15,Aprel,2022,8:06:28
3,16,Aprel,2022,9:11:00
3,17,Aprel,2022,8:32:04
3,18,Aprel,2022,8:39:54
3,19,Aprel,2022,9:04:42
3,20,Aprel,2022,9:18:30
3,21,Aprel,2022,9:57:01
3,22,Aprel,2022,8:53:11
3,23,Aprel,2022,9:10:31
3,24,Aprel,2022,8:41:22
3,25,Aprel,2022,8:25:05
3,26,Aprel,2022,8:00:06
3,27,Aprel,2022,9:07:42
3,28,Aprel,2022,9:43:11
3,29,Aprel,2022,9:35:12
3,30,Aprel,2022,9:30:27
3,1,May,2022,8:53:48
3,2,May,2022,8:51:24
3,3,May,2022,8:30:54
3,4,May,2022,9:23:01
3,5,May,2022,9:19:53
3,6,May,2022,9:09:42
3,7,May,2022,9:41:30
3,8,May,2022,8:20:59
3,9,May,2022,8:57:00
3,10,May,2022,8:09:43
3,11,May,2022,8:02:32
3,12,May,2022,8:41:22
3,13,May,2022,8:14:16
3,14,May,2022,8:25:48
3,15,May,2022,8:49:25
3,16,May,2022,9:42:07
3,17,May,2022,8:17:20
3,18,May,2022,8:39:45
3,19,May,2022,8:26:17
3,20,May,2022,8:26:05
3,21,May,2022,9:23:49
3,22,May,2022,9:45:30
3,23,May,2022,8:07:16
3,24,May,2022,8:15:28
3,25,May,2022,9:41:45
3,26,May,2022,8:12:03
3,27,May,2022,8:52:46
3,28,May,2022,8:32:55
3,29,May,2022,9:24:02
3,30,May,2022,9:21:01
4,1,Mart,2022,8:19:17
4,2,Mart,2022,9:11:29
4,3,Mart,2022,9:24:04
4,4,Mart,2022,8:12:21
4,5,Mart,2022,8:45:46
4,6,Mart,2022,9:13:19
4,7,Mart,2022,8:18:06
4,8,Mart,2022,9:37:38
4,9,Mart,2022,9:43:14
4,10,Mart,2022,8:13:01
4,11,Mart,2022,9:29:55
4,12,Mart,2022,9:14:23
4,13,Mart,2022,9:09:01
4,14,Mart,2022,9:21:17
4,15,Mart,2022,9:42:35
4,16,Mart,2022,9:57:08
4,17,Mart,2022,9:06:29
4,18,Mart,2022,9:25:05
4,19,Mart,2022,8:59:06
4,20,Mart,2022,8:21:38
4,21,Mart,2022,9:06:38
4,22,Mart,2022,9:27:12
4,23,Mart,2022,8:47:47
4,24,Mart,2022,9:50:31
4,25,Mart,2022,9:57:15
4,26,Mart,2022,9:33:56
4,27,Mart,2022,9:56:39
4,28,Mart,2022,9:37:59
4,29,Mart,2022,9:20:38
4,30,Mart,2022,8:56:07
4,1,Aprel,2022,8:19:57
4,2,Aprel,2022,8:44:54
4,3,Aprel,2022,8:32:18
4,4,Aprel,2022,8:04:07
4,5,Aprel,2022,8:12:22
4,6,Aprel,2022,8:25:52
4,7,Aprel,2022,9:32:07
4,8,Aprel,2022,8:55:16
4,9,Aprel,2022,8:59:47
4,10,Aprel,2022,8:31:09
4,11,Aprel,2022,9:59:29
4,12,Aprel,2022,9:20:50
4,13,Aprel,2022,8:04:27
4,14,Aprel,2022,8:15:49
4,15,Aprel,2022,8:06:28
4,16,Aprel,2022,9:11:00
4,17,Aprel,2022,8:32:04
4,18,Aprel,2022,8:39:54
4,19,Aprel,2022,9:04:42
4,20,Aprel,2022,9:18:30
4,21,Aprel,2022,9:57:01
4,22,Aprel,2022,8:53:11
4,23,Aprel,2022,9:10:31
4,24,Aprel,2022,8:41:22
4,25,Aprel,2022,8:25:05
4,26,Aprel,2022,8:00:06
4,27,Aprel,2022,9:07:42
4,28,Aprel,2022,9:43:11
4,29,Aprel,2022,9:35:12
4,30,Aprel,2022,9:30:27
4,1,May,2022,8:53:48
4,2,May,2022,8:51:24
4,3,May,2022,8:30:54
4,4,May,2022,9:23:01
4,5,May,2022,9:19:53
4,6,May,2022,9:09:42
4,7,May,2022,9:41:30
4,8,May,2022,8:20:59
4,9,May,2022,8:57:00
4,10,May,2022,8:09:43
4,11,May,2022,8:02:32
4,12,May,2022,8:41:22
4,13,May,2022,8:14:16
4,14,May,2022,8:25:48
4,15,May,2022,8:49:25
4,16,May,2022,9:42:07
4,17,May,2022,8:17:20
4,18,May,2022,8:39:45
4,19,May,2022,8:26:17
4,20,May,2022,8:26:05
4,21,May,2022,9:23:49
4,22,May,2022,9:45:30
4,23,May,2022,8:07:16
4,24,May,2022,8:15:28
4,25,May,2022,9:41:45
4,26,May,2022,8:12:03
4,27,May,2022,8:52:46
4,28,May,2022,8:32:55
4,29,May,2022,9:24:02
4,30,May,2022,9:21:01
5,1,Mart,2022,8:19:17
5,2,Mart,2022,9:11:29
5,3,Mart,2022,9:24:04
5,4,Mart,2022,8:12:21
5,5,Mart,2022,8:45:46
5,6,Mart,2022,9:13:19
5,7,Mart,2022,8:18:06
5,8,Mart,2022,9:37:38
5,9,Mart,2022,9:43:14
5,10,Mart,2022,8:13:01
5,11,Mart,2022,9:29:55
5,12,Mart,2022,9:14:23
5,13,Mart,2022,9:09:01
5,14,Mart,2022,9:21:17
5,15,Mart,2022,9:42:35
5,16,Mart,2022,9:57:08
5,17,Mart,2022,9:06:29
5,18,Mart,2022,9:25:05
5,19,Mart,2022,8:59:06
5,20,Mart,2022,8:21:38
5,21,Mart,2022,9:06:38
5,22,Mart,2022,9:27:12
5,23,Mart,2022,8:47:47
5,24,Mart,2022,9:50:31
5,25,Mart,2022,9:57:15
5,26,Mart,2022,9:33:56
5,27,Mart,2022,9:56:39
5,28,Mart,2022,9:37:59
5,29,Mart,2022,9:20:38
5,30,Mart,2022,8:56:07
5,1,Aprel,2022,8:19:57
5,2,Aprel,2022,8:44:54
5,3,Aprel,2022,8:32:18
5,4,Aprel,2022,8:04:07
5,5,Aprel,2022,8:12:22
5,6,Aprel,2022,8:25:52
5,7,Aprel,2022,9:32:07
5,8,Aprel,2022,8:55:16
5,9,Aprel,2022,8:59:47
5,10,Aprel,2022,8:31:09
5,11,Aprel,2022,9:59:29
5,12,Aprel,2022,9:20:50
5,13,Aprel,2022,8:04:27
5,14,Aprel,2022,8:15:49
5,15,Aprel,2022,8:06:28
5,16,Aprel,2022,9:11:00
5,17,Aprel,2022,8:32:04
5,18,Aprel,2022,8:39:54
5,19,Aprel,2022,9:04:42
5,20,Aprel,2022,9:18:30
5,21,Aprel,2022,9:57:01
5,22,Aprel,2022,8:53:11
5,23,Aprel,2022,9:10:31
5,24,Aprel,2022,8:41:22
5,25,Aprel,2022,8:25:05
5,26,Aprel,2022,8:00:06
5,27,Aprel,2022,9:07:42
5,28,Aprel,2022,9:43:11
5,29,Aprel,2022,9:35:12
5,30,Aprel,2022,9:30:27
5,1,May,2022,8:53:48
5,2,May,2022,8:51:24
5,3,May,2022,8:30:54
5,4,May,2022,9:23:01
5,5,May,2022,9:19:53
5,6,May,2022,9:09:42
5,7,May,2022,9:41:30
5,8,May,2022,8:20:59
5,9,May,2022,8:57:00
5,10,May,2022,8:09:43
5,11,May,2022,8:02:32
5,12,May,2022,8:41:22
5,13,May,2022,8:14:16
5,14,May,2022,8:25:48
5,15,May,2022,8:49:25
5,16,May,2022,9:42:07
5,17,May,2022,8:17:20
5,18,May,2022,8:39:45
5,19,May,2022,8:26:17
5,20,May,2022,8:26:05
5,21,May,2022,9:23:49
5,22,May,2022,9:45:30
5,23,May,2022,8:07:16
5,24,May,2022,8:15:28
5,25,May,2022,9:41:45
5,26,May,2022,8:12:03
5,27,May,2022,8:52:46
5,28,May,2022,8:32:55
5,29,May,2022,9:24:02
